Customer_ID,Customer_Name,Gender,Senior_Citizen,Partner,Dependents,Contract_Type,Churn_Flag
C001039,Laura Morton,female,1,No,No,month-to-month,Yes
C001040,Thomas Evans,male,0,Yes,Yes,month-to-month,No
C001041,James Kirby,male,0,Yes,No,one year,No
C001042,Jason Woods,male,0,Yes,Yes,one year,No
C001043,Debbie Singh,male,1,No,No,month-to-month,Yes
C001044,Dawn Vega,male,0,Yes,No,month-to-month,No
C001045,Rose Farrell,female,0,No,No,month-to-month,No
C001046,James Villarreal,female,0,No,No,month-to-month,No
C001047,Amanda Shaw,male,0,No,No,month-to-month,No
C001048,Larry Murray,female,1,Yes,No,one year,No
C001049,Shawn Long,female,0,No,No,month-to-month,Yes
C001050,Michael Skinner,male,0,Yes,No,two year,Yes
C001051,Carrie Shaw,male,0,No,No,month-to-month,No
C001052,Matthew Carlson,male,0,No,Yes,month-to-month,No
C001053,Amy Wong,female,0,Yes,Yes,month-to-month,No
C001054,Jason Lewis,female,0,No,No,one year,No
C001055,Cynthia Glass,female,1,Yes,No,two year,No
C001056,Alicia Johnson,female,0,Yes,Yes,two year,No
C001057,Gregory Moreno,male,0,No,No,month-to-month,No
C001058,Richard Wright,female,0,No,No,month-to-month,No
C001059,Tiffany Erickson,female,0,No,No,month-to-month,Yes
C001060,Michael Kidd,female,0,No,No,month-to-month,No
C001061,Jessica Anderson,female,1,Yes,Yes,one year,No
C001062,Richard Wells,female,0,Yes,No,month-to-month,Yes
C001063,Jon Duffy,male,0,No,No,month-to-month,Yes
C001064,Kathryn Miller,male,0,No,No,month-to-month,Yes
C001065,Stephen Cook,male,1,No,No,one year,No
C001066,Eileen Casey,male,0,Yes,No,two year,No
C001067,John Chen,female,0,Yes,Yes,month-to-month,No
C001068,Paul Sanford,female,0,Yes,No,two year,No
C001069,Thomas Fuller,female,0,No,No,month-to-month,Yes
C001070,Jeff Cooper,male,0,No,Yes,one year,Yes
C001071,Juan King,male,0,Yes,No,month-to-month,No
C001072,Anthony Harris,male,1,Yes,No,month-to-month,No
C001073,Alyssa Hayes,female,0,No,Yes,one year,No
C001074,Joseph Johnson,female,0,No,Yes,one year,No
C001075,Linda Graham,female,0,Yes,Yes,month-to-month,No
C001076,Stephen Brown,female,0,Yes,Yes,one year,Yes
C001077,Jerry Page,female,0,Yes,Yes,two year,No
C001078,Brian Mendez,female,0,Yes,Yes,one year,No
C001079,Candace Martinez,male,0,No,No,month-to-month,No
C001080,Christina Sanchez,male,0,Yes,No,two year,No
C001081,Steven Jacobs,male,0,Yes,Yes,two year,No
C001082,Joshua Hansen,male,0,Yes,Yes,one year,No
C001083,Rhonda Bailey,female,0,Yes,Yes,month-to-month,No
C001084,Edward Reed,female,0,Yes,Yes,one year,No
C001085,Joseph Allen,male,0,No,No,month-to-month,No
C001086,Tyler Scott,male,0,No,No,one year,Yes
C001087,Charles Anderson,female,0,Yes,No,month-to-month,No
C001088,Nicole Freeman,female,0,Yes,Yes,two year,No
C001089,Amy Cross,male,0,Yes,Yes,month-to-month,No
C001090,Sonya Pennington,male,1,Yes,No,month-to-month,Yes
C001091,Amber Livingston,male,0,No,No,month-to-month,Yes
C001092,Rick Nelson,female,0,Yes,Yes,month-to-month,No
C001093,Wanda Knight,male,0,No,No,two year,No
C001094,Amy Thomas,female,0,No,No,one year,No
C001095,Antonio Mitchell,female,0,No,No,one year,No
C001096,Raymond Clark,male,0,Yes,Yes,two year,No
C001097,Keith Stephens,male,0,No,No,month-to-month,No
C001098,Paula Olson,male,1,No,No,month-to-month,Yes
C001099,Shelby Bowen,female,0,No,Yes,month-to-month,Yes
C001100,Richard Wilson,female,0,No,No,month-to-month,Yes
C001101,Carl Lewis,male,0,No,No,month-to-month,No
C001102,Elizabeth Glass,female,0,Yes,No,two year,No
C001103,William Olson,female,0,Yes,Yes,one year,No
C001104,James Turner,female,0,Yes,No,two year,No
C001105,Jennifer Haynes,female,1,Yes,No,one year,Yes
C001106,Nicole Ellis,female,0,No,No,month-to-month,No
C001107,Samuel Vaughn,female,0,Yes,No,month-to-month,No
C001108,Ashley Curry,female,0,No,No,month-to-month,No
C001109,Devin Nichols,male,0,Yes,Yes,two year,No
C001110,Don Joseph,female,0,No,No,month-to-month,No
C001111,Anna Dean,male,1,No,No,month-to-month,Yes
C001112,Caleb Neal,female,0,No,No,month-to-month,Yes
C001113,Teresa Ryan,female,0,Yes,Yes,two year,No
C001114,Jacob Yang,female,1,No,No,month-to-month,No
C001115,Cathy Hughes,male,0,Yes,No,two year,No
C001116,Ashley Hughes,male,0,No,No,month-to-month,Yes
C001117,Katherine Jones,female,0,No,No,two year,No
C001118,Jacob Holland,female,0,Yes,No,month-to-month,No
C001119,Scott Walker,female,0,No,No,month-to-month,No
C001120,Sylvia Peters,male,0,Yes,Yes,one year,Yes
C001121,Thomas Johnson,male,0,No,No,one year,No
C001122,Bryan Kim,female,0,Yes,Yes,month-to-month,No
C001123,Garrett Skinner,female,1,No,No,month-to-month,Yes
C001124,Lisa Thomas,female,0,Yes,Yes,two year,No
C001125,Desiree Lynn,female,0,Yes,No,month-to-month,Yes
C001126,Lisa Rowland,male,0,Yes,No,month-to-month,No
C001127,Cathy Jensen,male,0,No,No,one year,Yes
C001128,Melinda Palmer,female,1,Yes,No,month-to-month,No
C001129,Brandon Taylor,female,0,No,No,month-to-month,No
C001130,Jennifer Russell,male,0,No,No,month-to-month,Yes
C001131,Amy Hanson,female,0,Yes,No,month-to-month,Yes
C001132,Robert Thompson,male,0,Yes,Yes,one year,No
C001133,Jeffrey Parker,male,1,Yes,No,month-to-month,Yes
C001134,Ryan Garner,male,1,No,No,month-to-month,Yes
C001135,Kimberly Hall,female,0,No,No,month-to-month,No
C001136,Philip Dunn,male,1,No,No,month-to-month,No
C001137,Brooke Rogers,male,1,No,No,month-to-month,No
C001138,Ashley Wilson,male,1,No,No,two year,No
C001139,Paul Sullivan,male,0,Yes,Yes,two year,No
C001140,Michael Wood,male,0,No,No,month-to-month,No
C001141,Emily Allen,male,0,No,No,month-to-month,No
C001142,Nathan Williams,female,0,No,No,one year,No
C001143,William King,female,0,Yes,Yes,one year,No
C001144,Jonathan Garcia,female,1,Yes,No,month-to-month,No
C001145,Joseph Valdez,male,0,Yes,Yes,one year,No
C001146,Jessica Hampton,male,0,No,Yes,month-to-month,No
C001147,Brandi Stout,male,0,No,No,month-to-month,No
C001148,Ashley Fox,male,0,Yes,No,two year,No
C001149,Shannon Meyer,female,0,No,No,two year,No
C001150,Robert Mitchell,female,0,Yes,No,month-to-month,No
C001151,Julie Campbell,female,0,No,No,month-to-month,No
C001152,Kyle Oliver,female,0,Yes,Yes,two year,No
C001153,Connie Stephens,male,1,Yes,No,month-to-month,No
C001154,Kevin Parker,female,0,Yes,Yes,month-to-month,Yes
C001155,Garrett Kennedy,female,0,No,No,one year,No
C001156,Sandra Wright,male,0,No,No,one year,No
C001157,Levi Bennett,female,0,Yes,Yes,two year,No
C001158,Sara Davis,male,0,No,No,two year,No
C001159,Stephanie Williamson,male,0,No,No,month-to-month,No
C001160,James Richardson,female,0,No,No,month-to-month,No
C001161,Lance Ruiz,male,0,No,Yes,month-to-month,No
C001162,Lisa Harris,male,0,No,Yes,month-to-month,No
C001163,Omar Price,male,0,Yes,Yes,month-to-month,No
C001164,Denise Juarez,female,0,No,No,month-to-month,No
C001165,Matthew Tucker,male,1,No,No,month-to-month,Yes
C001166,Jennifer Johnson,male,0,No,No,one year,No
C001167,Anthony Pearson,female,0,Yes,No,two year,No
C001168,Maria Smith,male,0,No,No,month-to-month,Yes
C001169,Charles Woods,male,0,No,Yes,one year,No
C001170,Kelly Fowler,female,0,No,No,month-to-month,No
C001171,Kristy Evans,female,0,Yes,No,month-to-month,No
C001172,Willie Vasquez,male,0,No,No,two year,No
C001173,Victoria Santos,male,0,Yes,Yes,month-to-month,No
C001174,Scott Lamb,female,0,No,No,month-to-month,Yes
C001175,Amanda Williams,female,0,Yes,No,one year,No
C001176,Susan Williams,female,0,No,Yes,month-to-month,No
C001177,Amy Rodriguez,male,1,Yes,No,month-to-month,Yes
C001178,Michele Rose,female,0,Yes,No,one year,No
C001179,Joseph Walsh,male,0,No,No,month-to-month,Yes
C001180,Brian Barnes,female,0,No,No,two year,No
C001181,Ashley Ortiz,male,0,Yes,Yes,two year,No
C001182,Stacy Santos,male,0,No,No,one year,No
C001183,Dale Fletcher,female,1,Yes,Yes,month-to-month,Yes
C001184,Nicholas Nguyen,female,0,Yes,No,two year,No
C001185,Stephen Clark,female,0,No,Yes,one year,No
C001186,Christina Johnson,female,1,No,No,month-to-month,Yes
C001187,David Thompson,female,1,No,No,month-to-month,No
C001188,David Pierce,male,1,Yes,No,month-to-month,No
C001189,Angela Ayers,male,0,No,No,month-to-month,No
C001190,Nicholas Scott,male,1,Yes,Yes,month-to-month,No
C001191,Barbara Miles,female,0,Yes,Yes,two year,No
C001192,Leon Hicks,male,0,No,Yes,two year,No
C001193,Tammy Alexander,female,0,Yes,No,two year,No
C001194,Rebekah Coleman,male,0,No,Yes,month-to-month,Yes
C001195,Amanda Singh,male,0,No,No,two year,No
C001196,Edgar Foster,female,1,No,No,one year,No
C001197,Anthony Lewis,female,0,Yes,No,two year,No
C001198,Charles Bryant,female,1,Yes,No,month-to-month,Yes
C001199,Deborah Kelly,female,0,No,No,one year,No
C001200,Carolyn Crawford,female,0,Yes,Yes,one year,No
C001201,Christian Morris,male,0,No,No,one year,No
C001202,Jessica Richardson,male,0,Yes,Yes,two year,No
C001203,Joshua Randolph,male,0,No,Yes,month-to-month,No
C001204,Amanda Moore,male,1,Yes,No,month-to-month,No
C001205,Garrett Rose,female,0,No,No,month-to-month,No
C001206,Kim Miller,male,0,No,No,two year,No
C001207,Ashley Peck,female,1,Yes,No,month-to-month,Yes
C001208,Wayne Bates,female,0,Yes,Yes,month-to-month,No
C001209,Dustin Weber,male,0,Yes,No,two year,No
C001210,Holly Gamble,male,0,Yes,No,one year,Yes
C001211,Kristine Torres,female,0,Yes,No,month-to-month,Yes
C001212,Jessica Leonard,male,0,Yes,Yes,two year,No
C001213,Ryan Nelson,female,1,Yes,No,month-to-month,No
C001214,Paul Anderson,female,0,Yes,Yes,month-to-month,Yes
C001215,Amy Wilson,female,0,Yes,No,month-to-month,Yes
C001216,William Harris,female,0,Yes,No,one year,Yes
C001217,Derrick Valentine,female,0,No,No,month-to-month,No
C001218,Paul Marquez,male,0,No,No,month-to-month,No
C001219,Christopher Murphy,female,0,No,No,one year,No
C001220,Chris Rodriguez,female,1,Yes,Yes,one year,No
C001221,James Robinson,female,0,No,No,month-to-month,No
C001222,Tammy Callahan,male,0,Yes,No,two year,No
C001223,David Myers,female,1,No,No,one year,No
C001224,Adam Matthews,male,0,Yes,Yes,one year,No
C001225,Teresa Harris,male,0,Yes,Yes,month-to-month,No
C001226,Cameron Phillips,male,0,No,No,month-to-month,No
C001227,Christopher Jones,male,0,No,No,month-to-month,No
C001228,Joanne Lara,female,1,Yes,No,one year,Yes
C001229,Ashley Hall,male,0,Yes,Yes,two year,No
C001230,Michael Weaver,male,1,Yes,No,month-to-month,Yes
C001231,Jeremy Smith,male,0,Yes,Yes,month-to-month,No
C001232,Michelle Patel,female,0,Yes,No,month-to-month,Yes
C001233,David Morris,female,0,Yes,No,one year,No
C001234,Denise Mcconnell,male,0,No,No,month-to-month,No
C001235,John Montoya,male,0,No,No,one year,No
C001236,Jeffrey Fischer,female,0,No,No,month-to-month,No
C001237,Bruce Mcclure,female,0,Yes,No,one year,No
C001238,Jessica Hanson,male,0,Yes,Yes,one year,No
C001239,Pamela Ward,female,1,Yes,No,two year,No
C001240,Jeffrey Woodward,male,0,No,No,one year,No
C001241,Brian Gonzalez,male,0,No,No,month-to-month,Yes
C001242,Mark Smith,male,0,No,No,one year,No
C001243,Tyler Washington,female,0,No,No,month-to-month,No
C001244,Johnathan Sullivan,female,0,Yes,Yes,two year,No
C001245,Matthew Smith,female,0,No,No,month-to-month,Yes
C001246,Sean Snow,female,0,No,No,month-to-month,Yes
C001247,Melissa Fields,female,0,Yes,No,two year,No
C001248,Autumn Keller,male,0,No,Yes,two year,No
C001249,Melissa Carney,male,0,No,No,month-to-month,No
C001250,Ashley Hughes,female,1,No,No,month-to-month,Yes
C001251,Robert Fernandez,male,1,Yes,No,month-to-month,No
C001252,Kevin Brown,male,1,No,No,one year,No
C001253,Patricia Ward,male,0,Yes,Yes,two year,No
C001254,Cody Norton,female,0,No,No,month-to-month,No
C001255,Thomas Ward,male,0,Yes,Yes,two year,Yes
C001256,Scott Kemp,male,1,No,No,month-to-month,Yes
C001257,Stephanie Lee,male,0,No,No,one year,Yes
C001258,Marc Zimmerman,male,1,Yes,No,month-to-month,No
C001259,Michael Long,female,0,No,No,month-to-month,No
C001260,Mary Jimenez,male,1,Yes,No,two year,No
C001261,Mary Martinez,female,0,No,No,one year,No
C001262,Michael Baxter,male,1,No,No,month-to-month,No
C001263,Randy Sweeney,male,1,Yes,No,one year,No
C001264,George Foster,female,0,No,No,one year,No
C001265,Kristen Castillo,male,0,Yes,Yes,one year,No
C001266,Autumn Dominguez,male,1,Yes,No,one year,No
C001267,Tyler White,male,0,Yes,Yes,two year,No
C001268,Victor Acosta,male,0,No,No,month-to-month,No
C001269,Sarah Johnston,male,0,No,Yes,month-to-month,Yes
C001270,Dustin Nguyen,male,0,No,Yes,month-to-month,No
C001271,Angela Hunter,female,0,No,No,month-to-month,Yes
C001272,Natalie Keith,female,0,Yes,Yes,two year,No
C001273,Phillip Henderson,female,1,Yes,No,one year,No
C001274,Peter Reyes,male,0,No,No,month-to-month,Yes
C001275,Jason Wright,male,0,Yes,Yes,one year,No
C001276,Christina Flores,female,0,No,No,month-to-month,Yes
C001277,Melody Ramirez,female,0,Yes,Yes,month-to-month,No
C001278,Richard Suarez,male,0,Yes,Yes,two year,No
C001279,Dustin Payne,female,0,Yes,Yes,one year,No
C001280,Amanda Wallace,female,0,Yes,Yes,two year,No
C001281,Robert Carter,female,0,Yes,No,month-to-month,Yes
C001282,Stacey Ramos,female,0,No,Yes,month-to-month,No
C001283,Terrance Price,female,1,No,No,month-to-month,Yes
C001284,Shari Mcintyre,female,0,Yes,No,two year,No
C001285,Travis Mcpherson,male,0,Yes,No,month-to-month,Yes
C001286,Jesse Fox,male,0,No,No,month-to-month,No
C001287,Donald Robertson,female,0,No,No,month-to-month,Yes
C001288,Richard Hernandez,female,0,No,No,one year,No
C001289,Michael Martin,female,0,Yes,Yes,two year,No
C001290,Barbara Washington,female,0,Yes,No,one year,No
C001291,Brandon Reyes,male,0,No,No,one year,No
C001292,Todd Spears,male,0,No,No,one year,No
C001293,Elizabeth Goodwin,female,0,Yes,Yes,two year,No
C001294,Jill Ritter,female,1,Yes,No,month-to-month,No
C001295,William Garcia,female,0,No,No,one year,No
C001296,Christine Ferguson,female,0,Yes,Yes,two year,No
C001297,Michelle Neal,female,1,Yes,No,month-to-month,No
C001298,Courtney Hill,female,1,Yes,No,month-to-month,Yes
C001299,Michael Wyatt,female,0,Yes,Yes,month-to-month,Yes
C001300,Shawn Hudson,male,0,Yes,Yes,month-to-month,Yes
C001301,Meagan Santana,female,0,Yes,Yes,month-to-month,No
C001302,Matthew Clark,male,0,No,Yes,month-to-month,No
C001303,Robert Cruz,male,1,Yes,No,month-to-month,No
C001304,Cory Blanchard,female,0,Yes,No,two year,No
C001305,Kevin Nunez,male,0,Yes,Yes,month-to-month,Yes
C001306,Terri Barber,male,0,Yes,Yes,month-to-month,No
C001307,Valerie Price,female,0,No,No,two year,No
C001308,Adam Bishop,female,0,Yes,No,two year,No
C001309,Travis Smith,male,0,Yes,No,month-to-month,No
C001310,Evan Brown,female,0,Yes,No,month-to-month,Yes
C001311,Kenneth Beasley,male,0,No,No,month-to-month,Yes
C001312,James Jacobs,male,0,Yes,No,month-to-month,No
C001313,Amanda Martinez,female,0,Yes,No,two year,No
C001314,Erica Thomas,male,0,No,No,month-to-month,Yes
C001315,John Hopkins,male,0,Yes,Yes,one year,No
C001316,Toni Coleman,female,0,No,No,month-to-month,Yes
C001317,Alexander Miller,female,0,Yes,Yes,two year,No
C001318,Stacey Wright,female,1,Yes,No,two year,No
C001319,Lauren Wilkins,male,0,No,Yes,two year,No
C001320,Danny Cooper,female,0,Yes,No,one year,No
C001321,Lisa Reeves,female,0,Yes,No,month-to-month,No
C001322,James Miller,female,0,Yes,Yes,one year,No
C001323,Karen Moore,male,0,No,No,one year,No
C001324,Sheri King,male,0,Yes,Yes,one year,No
C001325,April Mills,male,0,Yes,Yes,month-to-month,Yes
C001326,Robert Garcia,female,0,Yes,Yes,two year,No
C001327,Jeff Garza,female,0,Yes,No,one year,No
C001328,Brianna Carter,female,0,Yes,No,month-to-month,Yes
C001329,Deanna Green,male,1,Yes,No,month-to-month,Yes
C001330,Elizabeth Cook,male,0,Yes,Yes,two year,No
C001331,Jane Garcia,female,0,No,No,one year,No
C001332,Bill White,female,0,Yes,Yes,month-to-month,Yes
C001333,Alexander Zuniga,female,0,Yes,Yes,two year,Yes
C001334,Brian Williams,female,0,Yes,No,one year,No
C001335,Taylor Nelson,male,0,No,No,month-to-month,No
C001336,Dylan Smith,male,0,No,No,month-to-month,No
C001337,Alexander Martin,female,0,Yes,No,two year,No
C001338,Jennifer King,male,0,Yes,Yes,month-to-month,No
C001339,Diana Silva,female,0,No,No,one year,No
C001340,Veronica Mckinney,female,1,No,No,month-to-month,Yes
C001341,Elizabeth Butler,female,0,No,No,month-to-month,Yes
C001342,David Phillips,female,0,Yes,No,two year,No
C001343,Sue Collins,male,0,No,Yes,two year,No
C001344,Eric Lewis,male,0,No,No,month-to-month,Yes
C001345,Monica White,male,0,No,No,two year,No
C001346,Megan Fields,male,0,Yes,No,two year,No
C001347,Brianna Walsh,male,0,No,Yes,one year,No
C001348,Brandon Daniels,male,0,Yes,Yes,two year,No
C001349,Christopher Garcia,male,0,Yes,Yes,two year,No
C001350,Derek Davenport,female,0,No,No,one year,Yes
C001351,Jose Wiggins,male,0,No,No,month-to-month,No
C001352,Nicholas Reed,male,0,No,No,month-to-month,No
C001353,Randy Cole,female,0,No,Yes,month-to-month,No
C001354,Donna King,male,0,No,No,month-to-month,No
C001355,Charles Paul,female,0,Yes,No,one year,No
C001356,Charles Harris,male,0,Yes,No,two year,No
C001357,Matthew Brady,male,0,No,No,month-to-month,No
C001358,Adrienne Wright,female,1,No,No,month-to-month,Yes
C001359,Gabriel Spencer,male,0,Yes,Yes,month-to-month,Yes
C001360,Jessica Ramos,female,0,No,Yes,one year,No
C001361,Christine Johnson,male,0,Yes,Yes,two year,No
C001362,Louis Taylor,male,0,Yes,Yes,two year,No
C001363,Kimberly Moore,male,0,No,No,month-to-month,Yes
C001364,Roberto Allen,male,0,No,Yes,two year,No
C001365,Sarah Schmidt,female,0,Yes,Yes,two year,No
C001366,Christopher Owens,female,0,Yes,Yes,two year,No
C001367,Todd Rodriguez,female,1,No,No,month-to-month,Yes
C001368,Benjamin Chambers,female,0,No,No,month-to-month,No
C001369,Kenneth Bell,male,0,Yes,Yes,month-to-month,No
C001370,Kathy Welch,female,0,No,No,one year,Yes
C001371,Mallory Johnson,female,1,No,No,month-to-month,No
C001372,Stephen Garcia,male,0,Yes,No,two year,No
C001373,Megan Santiago,female,0,No,No,month-to-month,Yes
C001374,Melissa Parrish,female,0,No,No,month-to-month,Yes
C001375,Clinton Reeves,male,0,No,No,one year,No
C001376,Lawrence Dawson,male,0,No,No,month-to-month,No
C001377,Kimberly Smith,female,0,Yes,Yes,two year,No
C001378,Ashley Chase,female,0,Yes,No,one year,No
C001379,Sara Barnes,male,0,No,No,month-to-month,Yes
C001380,Brian White,male,0,Yes,No,month-to-month,Yes
C001381,Jason Alexander,male,0,Yes,Yes,one year,No
C001382,Marie Jimenez,male,0,No,No,month-to-month,Yes
C001383,Brandon Mason,female,0,No,No,month-to-month,No
C001384,Mark Bennett,male,0,No,No,month-to-month,Yes
C001385,Wanda Irwin,male,0,No,No,month-to-month,No
C001386,Katherine Hall,male,0,No,No,month-to-month,No
C001387,April Hicks,male,0,Yes,Yes,month-to-month,Yes
C001388,Daniel Waller,female,0,Yes,No,month-to-month,No
C001389,Michelle Newman,male,1,No,No,month-to-month,Yes
C001390,Alicia Cook,female,0,No,No,one year,No
C001391,Timothy Shea,male,0,Yes,Yes,two year,No
C001392,Jessica Acevedo,female,0,No,No,month-to-month,Yes
C001393,Aaron Martinez,female,0,Yes,No,month-to-month,No
C001394,Vanessa Pena,female,0,No,No,month-to-month,Yes
C001395,Latoya Hoffman,female,0,No,Yes,one year,No
C001396,Jay Chan,male,0,No,No,month-to-month,Yes
C001397,Stephanie Goodman,male,0,No,No,month-to-month,No
C001398,Wayne Moore,female,0,No,No,one year,No
C001399,Jimmy Ayala,female,0,No,No,month-to-month,No
C001400,Lauren Hill,male,0,No,No,two year,No
C001401,Jennifer Huang,female,0,Yes,Yes,two year,No
C001402,John Mccarthy,female,0,Yes,Yes,month-to-month,No
C001403,Grace Vance,female,0,No,No,one year,No
C001404,John Thompson,male,0,No,Yes,one year,No
C001405,Matthew Gardner,male,0,Yes,Yes,two year,No
C001406,Christopher Reynolds,female,0,Yes,Yes,two year,No
C001407,Samuel Gonzalez,female,0,No,No,two year,No
C001408,Corey Chang,female,1,No,No,month-to-month,Yes
C001409,Andrea Hernandez,female,0,Yes,No,two year,No
C001410,Michael Wright,female,1,Yes,No,month-to-month,Yes
C001411,Joseph Friedman,male,1,Yes,No,one year,No
C001412,Kenneth Todd,female,0,No,No,month-to-month,No
C001413,Jennifer Day,male,0,No,No,one year,Yes
C001414,Amy Williams,female,0,No,No,month-to-month,No
C001415,Steven Hernandez,female,0,Yes,Yes,one year,No
C001416,Matthew Gordon,male,0,Yes,Yes,two year,No
C001417,David Fowler,male,1,No,No,month-to-month,No
C001418,Robert Davis,female,1,Yes,No,two year,No
C001419,Erica Grimes,male,0,Yes,No,two year,No
C001420,Benjamin Williams,female,0,No,No,two year,No
C001421,Jonathan Gillespie,male,0,Yes,Yes,two year,No
C001422,Debbie Thompson,male,0,No,No,month-to-month,Yes
C001423,Luis Bolton,male,1,Yes,No,two year,No
C001424,John Boyd,female,0,No,No,month-to-month,No
C001425,Christina Wood,male,0,Yes,No,two year,No
C001426,Jessica Ward,female,0,No,No,month-to-month,No
C001427,Lisa Mcclain,female,0,Yes,No,month-to-month,Yes
C001428,Brandon Moore,female,0,Yes,Yes,two year,No
C001429,Victoria Esparza,male,0,No,No,month-to-month,Yes
C001430,Douglas Anderson,female,0,No,No,one year,No
C001431,Jeffrey Garza,female,0,No,No,month-to-month,Yes
C001432,Connor Dorsey,male,0,No,No,one year,No
C001433,Brian Christensen,male,0,No,Yes,month-to-month,No
C001434,Daniel Morrison,female,0,Yes,Yes,one year,No
C001435,Angela Lopez,female,0,No,Yes,month-to-month,No
C001436,Gwendolyn Francis,female,1,No,No,month-to-month,Yes
C001437,Brandi Thompson,male,0,Yes,No,month-to-month,Yes
C001438,Brandon Carter,male,1,No,No,month-to-month,Yes
C001439,Whitney Rocha,female,0,Yes,Yes,month-to-month,No
C001440,Andrew Hardin,female,0,Yes,No,two year,Yes
C001441,Christopher Reyes,female,0,No,Yes,two year,No
C001442,Cindy Molina,male,0,No,No,month-to-month,No
C001443,Douglas Watson,male,0,Yes,No,month-to-month,No
C001444,Michael Mckee,male,0,Yes,Yes,two year,No
C001445,Lisa Mcdowell,male,0,No,No,month-to-month,Yes
C001446,Melissa Dunn,female,0,No,No,month-to-month,No
C001447,Joshua Thomas,female,0,Yes,Yes,one year,No
C001448,Rodney Smith,male,0,Yes,Yes,two year,No
C001449,Aimee Lucero,male,0,No,No,month-to-month,Yes
C001450,Jeremy Rice,female,0,Yes,No,one year,No
C001451,Rachel Taylor,female,0,Yes,Yes,one year,No
C001452,Lisa Walker,male,0,Yes,No,two year,No
C001453,Gregory Phillips,female,1,Yes,No,month-to-month,Yes
C001454,Ronald Vega,female,0,No,No,month-to-month,No
C001455,Lisa Jones,female,0,No,No,month-to-month,Yes
C001456,Christopher Levy,female,0,Yes,Yes,month-to-month,No
C001457,Edgar Rodriguez,male,0,No,No,month-to-month,Yes
C001458,Michael Thompson,female,0,Yes,Yes,month-to-month,No
C001459,Kyle Cain,male,0,Yes,No,two year,No
C001460,Danielle Simmons,female,0,No,No,two year,No
C001461,Gary Larson,male,0,Yes,No,one year,No
C001462,Steven Anderson,female,0,Yes,Yes,month-to-month,Yes
C001463,Sandra Perry,male,0,No,No,two year,No
C001464,David Miller,female,0,No,No,one year,No
C001465,Henry Lane,male,0,No,Yes,one year,No
C001466,Billy Gray,female,0,No,No,one year,No
C001467,Kyle Schmidt,female,0,No,No,month-to-month,Yes
C001468,Nicole Stevenson,male,0,No,No,month-to-month,No
C001469,Raymond Hughes,female,1,Yes,No,two year,No
C001470,Isaiah Long,female,0,No,No,month-to-month,No
C001471,Thomas Hernandez,male,0,Yes,Yes,month-to-month,No
C001472,Amy Evans,male,0,Yes,Yes,month-to-month,No
C001473,Aaron Stephens,female,0,No,No,month-to-month,No
C001474,Lindsay Blair,male,0,No,Yes,month-to-month,Yes
C001475,Jerry Lopez,female,1,No,No,month-to-month,Yes
C001476,Randy Johnson,female,0,Yes,Yes,two year,No
C001477,James Doyle,male,0,Yes,No,two year,No
C001478,John Osborne,female,0,No,No,month-to-month,No
C001479,Robert Perez,female,0,No,No,month-to-month,No
C001480,Adam Carter,male,1,No,No,month-to-month,Yes
C001481,Carolyn Matthews,male,0,Yes,Yes,one year,Yes
C001482,Gregory Chandler,female,0,Yes,No,month-to-month,Yes
C001483,Brian Clark,male,0,Yes,Yes,two year,No
C001484,Linda Macias,male,0,No,No,month-to-month,No
C001485,Christy Young,male,0,No,No,two year,No
C001486,Cindy Medina,male,0,No,Yes,one year,No
C001487,Michael Young,male,1,Yes,No,one year,No
C001488,Mason Payne,female,0,No,Yes,month-to-month,No
C001489,Barry Nelson,male,0,No,No,month-to-month,No
C001490,Jennifer Clark,male,0,No,No,month-to-month,No
C001491,Michelle White,female,0,Yes,Yes,two year,No
C001492,Marcia Franklin,female,1,Yes,No,month-to-month,Yes
C001493,Michael Moore,female,0,No,No,month-to-month,Yes
C001494,Kyle Bartlett,male,0,No,No,month-to-month,Yes
C001495,Sabrina Wilson,male,0,Yes,Yes,two year,No
C001496,Michael Owens,male,0,Yes,Yes,one year,Yes
C001497,Joshua Walters,female,1,Yes,No,month-to-month,Yes
C001498,Andre Gomez,male,1,No,No,month-to-month,Yes
C001499,Austin Gordon,male,0,Yes,Yes,two year,No
C001500,Mark Cox,male,0,No,No,month-to-month,No
C001501,Nathan Mclaughlin,male,1,Yes,No,month-to-month,Yes
C001502,Colin Jacobs,male,0,Yes,Yes,one year,No
C001503,James Orr,male,1,Yes,No,one year,Yes
C001504,James Allen,female,0,Yes,Yes,one year,No
C001505,Dennis Wood,male,0,No,No,month-to-month,No
C001506,Molly Rodriguez,female,0,No,No,one year,No
C001507,Evan Mendez,male,0,Yes,No,two year,No
C001508,William Hunter,female,0,No,Yes,month-to-month,Yes
C001509,Catherine Welch,male,0,No,No,month-to-month,No
C001510,Kayla Hernandez,male,0,Yes,No,two year,No
C001511,George Smith,female,0,Yes,Yes,month-to-month,No
C001512,Christine Kelley,female,1,No,No,two year,No
C001513,Robert Cameron,female,0,No,No,month-to-month,No
C001514,Michael Williams,female,0,Yes,Yes,two year,No
C001515,Michael Hansen,male,0,No,No,month-to-month,Yes
C001516,Charles Cox,male,1,Yes,Yes,one year,No
C001517,Nicole Smith,male,0,Yes,Yes,month-to-month,Yes
C001518,Kristina Juarez,male,0,Yes,No,month-to-month,No
C001519,Sharon Stevens,female,0,No,No,one year,No
